"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ZNF547",130.738738275934,3.64975656853323e-06,0.00144269037211946,0.108151622448418,0.200965012939932
"HEXIM1",718.738554169492,7.50901137405387e-06,0.00144267476445645,0.108180856287587,0.201000654271352
"INO80D",897.787910840343,-4.77354723887821e-06,0.00144267106875923,0.108204012506539,0.20102499777511
"SPTLC1",1708.82130722121,1.42777674684484e-05,0.00144262111411688,0.108251880264361,0.20104849575099
"BRPF3",1196.50081914361,-6.97466456604943e-06,0.00144267740372922,0.108263953526399,0.20104849575099
"RPP40",206.792971999127,4.18501998742208e-06,0.00144268885549477,0.108227797216985,0.20104849575099
"THAP5",1173.54487835332,6.33512106634813e-06,0.00144268065716498,0.108266937768876,0.20104849575099
"PPP3R1",1049.15027137594,-4.56871426952165e-06,0.00144267320401173,0.108260664792829,0.20104849575099
"GPD2",585.233006666493,-1.29010652217557e-05,0.00144270463587448,0.108293633212429,0.201079392872335
"POP4",940.427051882567,-6.69546169840773e-06,0.00144266875240351,0.108434063033742,0.201272645359146
"KLK10",2367.26252062349,-4.41133663862875e-06,0.00144268804038606,0.108422953255559,0.201272645359146
"CCDC59",440.625024053551,5.60251878051394e-06,0.00144268380496376,0.108437978183891,0.201272645359146
"HTR3B",116.199947458541,5.5269551688448e-06,0.00144268457900966,0.108409993979837,0.201272645359146
"TMED1",567.128709484213,-3.81544628823409e-06,0.0014426898424266,0.10853904512907,0.201428678962495
"HMCES",1009.54799867562,-5.9382792706822e-06,0.0014426822549031,0.108542192014701,0.201428678962495
"PES1",1743.26239391617,-6.36193766081805e-06,0.00144268034001872,0.108564218277932,0.201432162235429
"SLC28A1",65.7796471988128,-2.98802377216998e-06,0.00144269190187927,0.108561714731524,0.201432162235429
"FAM89A",271.267402293669,4.89671936632225e-06,0.00144268648282277,0.108576210544343,0.201435719924246
"ACTR6",218.656460939871,-5.86947024003114e-06,0.00144268254931549,0.108626779728448,0.201510840034383
"XRCC6",2755.6800300901,-5.52976382256844e-06,0.00144267875930974,0.108728666759385,0.201681135837012
"ACTL6B",27.9711067057043,1.2997396562016e-06,0.00144269454170176,0.108744806778085,0.201692362404548
"SLC43A3",2357.73298153368,-4.85295955193017e-06,0.00144268651604909,0.108771195511947,0.201722593735819
"SNCAIP",289.168750548363,3.82553804623138e-06,0.00144268031383123,0.108814590532797,0.201746932781226
"C19orf26",231.656796202813,4.13468441651654e-06,0.00144268897989816,0.108796061810241,0.201746932781226
"MYH9",16980.2805395324,-7.08285915947684e-06,0.00144267516538905,0.108813844233966,0.201746932781226
"C16orf58",2803.72776765526,-6.27948395072028e-06,0.00144268067440562,0.108915745097623,0.20191575405488
"SMARCA2",2795.1555261477,9.45884986422441e-06,0.00144267262900376,0.108943673122865,0.201948804043998
"EXOC7",3695.38382821722,-5.06631893940327e-05,0.00144310590941772,0.10899230016489,0.201990146899407
"OR7D2",397.189173276253,4.89634442869134e-06,0.00144268646390965,0.108996283629974,0.201990146899407
"AP000708.1",131.458972802617,1.84528727088931,0.446440197055864,0.10898236703836,0.201990146899407
"CPLX1",519.042437089943,4.37049780719464e-06,0.00144268825267813,0.109011389172615,0.201999417527087
"PLCXD3",52.4574099187584,2.75496254354545e-06,0.00144269241311583,0.109031724890301,0.202018377115807
"TMEM87B",387.704031342971,-6.70261902147666e-06,0.00144267893170173,0.109063295670042,0.20203942681616
"PLEKHA7",1353.563196636,-6.9824522515858e-06,0.00144266948685314,0.10905801875326,0.20203942681616
"PECR",1334.33320131739,-9.76245108623272e-07,0.0014426707967055,0.109185598889362,0.202247254418557
"SHC3",140.017230774403,4.27404378672942e-06,0.00144268851946955,0.109219340206608,0.202291013255297
"LEPROTL1",1013.33511675092,-7.41860412995418e-06,0.00144267344602413,0.109237310488227,0.202305556308042
"PAX2",48.9847986647752,1.46714589161356e-06,0.00144269437665848,0.109309102020574,0.202401442181124
"HSFX2",51.7947413198345,3.0539800018004e-06,0.00144269177540294,0.109309331433019,0.202401442181124
"FBRS",3293.87192429353,-9.34256115701308e-06,0.00144268423367819,0.109336952670834,0.202433839401857
"WDR36",354.270341350205,5.17788828745909e-06,0.0014426765637666,0.109394689193249,0.202521982937945
"WDR82",1395.91015304062,1.08458793286745e-05,0.00144265205094042,0.109481258771063,0.202663483739341
"AP000350.10",2.32393290849262,-3.5807615706411e-07,0.00144269506053885,0.109565536045081,0.20280071539394
"PAQR3",403.678810692201,1.10539659515892e-05,0.00144269205887827,0.109623272953308,0.202888801206002
"NARS2",352.842641125445,-5.52693609050195e-06,0.00144268387988259,0.109654596838923,0.202927990484766
"DPY30",814.000394819053,-5.41279211374216e-06,0.00144267279617442,0.109783376471667,0.203147508484453
"ZNF318",1800.73238281339,6.6223182888678e-06,0.00144267571241015,0.109803868452834,0.203166624638715
"RPL26L1",784.545104845298,-4.70851539224771e-06,0.00144268694810514,0.109867451335038,0.203265459608841
"HRH3",38.2499657504477,1.852833224147e-06,0.00144269391136526,0.109943719143699,0.203387742464758
"AAMP",2939.98218723126,-7.55206554102775e-06,0.00144267401663671,0.109999614181832,0.203472318063793
"CAMK1G",30.8163814623247,4.57438766563946,0.55176551689851,0.110136000300186,0.203705753006652
"ARHGAP4",3259.1135799975,-6.67164083732943e-06,0.00144267859826123,0.110200726235129,0.203798653632862
"OR8H3",2.2580154566451,3.67468005756525e-07,0.00144269506074674,0.110206614138166,0.203798653632862
"MECP2",1366.56228510766,7.09861095685403e-06,0.00144267665922783,0.110217135241765,0.203799260336988
"TMEM114",2.25713817841778,3.71325022369596e-07,0.00144269506143234,0.110279031667638,0.203894854740406
"GLRX2",234.212172187062,-4.92113924023963e-06,0.00144268616594621,0.11043549414357,0.204132033646192
"BHLHE40",4327.16924102129,4.04319638968225e-06,0.00144268260972549,0.110448151444659,0.204132033646192
"ADAMTS17",407.066648039839,5.3685581481717e-06,0.00144268456146679,0.110429310069364,0.204132033646192
"CHRFAM7A",388.639859249386,3.33279466096635e-06,0.00144268849043739,0.110440984176931,0.204132033646192
"FAM229B",233.636907191079,5.60935292858234e-06,0.0014426835713647,0.110464342487034,0.204143087502149
"PHOX2A",45.6211596935908,1.75791757773309,0.55502122791916,0.110635553446413,0.204440596636561
"HIGD1B",132.206903507764,3.78029446867564e-06,0.00144268990890414,0.110674204642883,0.204459405488418
"HSPG2",10502.7196923918,7.13487150880748e-06,0.00144266779858748,0.110673324445264,0.204459405488418
"CYB5R1",1501.41680708419,2.85673035122741e-06,0.00144267536834356,0.110676410203119,0.204459405488418
"ERLEC1",680.61362859036,-6.40201429586512e-06,0.00144267904701985,0.110766335267145,0.204606624845834
"SPINT3",3.67161512293231,4.69534330235424e-07,0.00144269502571904,0.11084256527286,0.204724774960612
"RP11-272B17.2",2.24739944684285,3.48181897901287e-07,0.00144269504469887,0.110850775918955,0.204724774960612
"ROPN1B",439.961286642548,-3.19282717058737e-06,0.00144269136011274,0.110876492334533,0.204753356214709
"ZNF217",1094.73763029331,-2.68008945769949e-05,0.00144279856180406,0.111017527165547,0.204994868687472
"ARPC3",2550.64529730943,-5.86987293387677e-06,0.00144268227103793,0.111087717137127,0.20506765916718
"CIRH1A",1100.3099484343,-8.53572735104844e-06,0.00144267726752032,0.111084853855731,0.20506765916718
"C15orf54",27.3549200013369,4.19879560018433e-06,0.00144269525402103,0.111067381115197,0.20506765916718
"CIB2",330.463435924165,-6.07091565617222e-06,0.00144268139587645,0.111116106841358,0.205101130002411
"ANKRD55",29.9634343965697,2.00557731621086e-06,0.00144269368140404,0.111127308197119,0.205102870866168
"DEXI",964.299380051223,-5.87884554122871e-06,0.00144268224456321,0.111207658312233,0.205232224505702
"UQCRC1",4074.26656626589,-1.51900448782552e-05,0.00144272212390117,0.111262068228178,0.205313686400941
"CCDC42",13.1763414895341,-2.92748617575324e-06,0.00144269639240836,0.11134971444191,0.205437500281587
"HS3ST4",85.4072000629744,2.01780521958373e-06,0.0014426936669091,0.111344092457708,0.205437500281587
"PGM2L1",490.74236843034,3.76260393033646e-06,0.00144268348071093,0.111388397624821,0.2054899079268
"DHX57",641.294116133412,8.87701436496498e-06,0.00144266582568421,0.111468147257612,0.205618058517271
"COMMD10",402.271926965825,4.99259887275456e-06,0.00144268592878239,0.11150459859008,0.205647352108668
"STXBP5",458.337650097024,6.15730218216607e-06,0.00144268107865973,0.111499474489595,0.205647352108668
"TESK2",364.924006174055,5.30077436540754e-06,0.00144267837873675,0.111537371115417,0.205688821073755
"N6AMT1",238.812423731944,5.63559150400304e-06,0.00144268496110632,0.111592571795625,0.205771638889765
"RBM48",713.425449050003,-0.850604782525468,0.280093796600055,0.111639602910496,0.205839378512767
"PPARGC1B",410.178347524708,1.74219346658046e-05,0.00144270352908651,0.111738847123874,0.206003366472543
"DIAPH3",137.77858470464,-3.49176066213491e-06,0.00144269058925802,0.111751645892425,0.206007966805564
"SDCBP2",377.873093135389,3.63351423276965e-06,0.0014426902760526,0.111813240094112,0.206102509674718
"BLVRB",2108.05284231166,-4.30370018761935e-06,0.00144268818862034,0.111839535784053,0.206131976259804
"SLAMF1",212.268101655667,3.77675183266268e-06,0.00144268986779325,0.111951827830241,0.206319923093173
"ZNF566",489.207229627192,6.00264756789919e-06,0.00144268172992987,0.111972352738082,0.206338730013384
"PADI3",34.3658780182381,-2.1200051555734e-06,0.00144269346798018,0.112070467029178,0.206500499288673
"TSPAN6",414.047091899999,6.19494764588785e-06,0.00144268082651681,0.112135914444617,0.206567242061559
"ERICH1",2178.91767080375,6.4314061785462e-06,0.00144267493649042,0.112123271585241,0.206567242061559
"KLRC1",50.5678846707664,1.82519460763599e-06,0.0014426939270142,0.112144100163311,0.206567242061559
"AXIN2",580.209312893069,6.72674945311773e-07,0.00144268294279682,0.112158346494963,0.206567242061559
"CD151",8974.60005877587,-9.35012329862974e-06,0.00144266129138348,0.112152938820243,0.206567242061559
"POLD2",2917.40471243655,-2.95109570537487e-06,0.00144267990419053,0.112178035747112,0.20658447515223
"LY6K",299.620729498107,-2.40099844932321e-06,0.00144268936293589,0.11220496990005,0.206615045881525
"HAUS3",525.710007456983,-7.73194534311329e-06,0.00144267259036119,0.112227497652072,0.206637497748921
"GATSL3",503.72569766154,4.25945691846182e-06,0.00144268264470787,0.112321112218971,0.206790821151576
"PAX7",100.022710145948,1.07372865350031e-06,0.00144269471626373,0.112368061443551,0.206854622493594
"RP5-966M1.6",244.047667487577,6.10168734672285e-06,0.00144268121862769,0.112376458413795,0.206854622493594
"CAMK2N2",42.2463927371484,-2.62193787963056e-06,0.0014426925662691,0.112463532658242,0.206995845711948
"PARVG",1239.3272506083,-5.62444386353506e-06,0.00144268318629014,0.112571103081605,0.207174763900369
"HAPLN4",84.601075519432,3.74588345560112e-06,0.00144268991868838,0.112633254778087,0.207270068663881
"FAM53C",2327.53032043579,5.33643663738095e-06,0.00144266261793358,0.112659099601328,0.207279473399186
"DAB2IP",2311.31213757412,8.81659766117975e-06,0.00144265631642852,0.112654886845522,0.207279473399186
"WIPI1",2938.14024014807,-2.84579127851302e-05,0.00144279802256968,0.112758785193449,0.207443793812829
"LRR1",180.38488779731,-4.7712709606121e-06,0.00144268653843239,0.112783626427904,0.20747040452659
"IGSF3",1127.43995771999,-1.83412818210655e-06,0.00144267812533917,0.112890471595374,0.207647846281317
"RP11-343C2.11",95.8294865587406,4.37605868628278e-07,0.0014426950135605,0.112933886510128,0.207708594138856
"MORN4",335.222196156226,7.60286388879272e-06,0.00144267340439266,0.113007141201974,0.207824207247264
"IL18",411.078134253829,3.44933162509498e-06,0.00144268632801261,0.113098748911239,0.207937305300505
"ADAM8",1382.9378392449,-4.43972530045751e-06,0.00144268764862443,0.113099839709062,0.207937305300505
"FAIM3",712.487144340828,-4.2207986311456e-06,0.00144268839353036,0.11309069423978,0.207937305300505
"PRMT6",282.035635383393,-5.98133539999231e-06,0.00144268157266973,0.113119613487341,0.207954537703741
"GPR78",137.22380159574,2.6033561774226e-06,0.00144269262896964,0.113140501321613,0.207973814785725
"TRIM35",806.618457986136,7.3944109972675e-06,0.00144267454345137,0.113214304939673,0.208090348682094
"GPR63",62.0704172347258,3.69896008534514e-06,0.00144269001651443,0.113234193843714,0.20810777384973
"METTL8",835.203483610633,1.30533500698126e-05,0.00144269745619755,0.113262242246219,0.208140190392546
"STAM",465.741765416258,6.43937948158183e-06,0.00144267950642015,0.113436693203871,0.208437265356145
"NFKBIL1",1031.3309661238,-3.72319507890865e-05,0.00144291945982359,0.11344474950513,0.208437265356145
"P2RX2",87.3383077207448,3.28099952051941e-06,0.00144269111650835,0.113470235687613,0.208464935434911
"KIAA1024L",156.530112623962,3.85868485830217e-06,0.00144268947236078,0.11352553476353,0.208547366966374
"OR5B17",2.19130484053503,3.55203738496757e-07,0.00144269505010383,0.113595852773575,0.208657370726216
"ARL6IP6",353.883146115875,-7.05490281501879e-06,0.00144268417470829,0.113626489408944,0.20869447264766
"E2F7",100.179670736751,-3.05484476685833e-06,0.0014426916064213,0.113655241826727,0.208728107383446
"GNA12",1598.39219030832,-1.00860337703694e-05,0.00144265629318847,0.113707512252613,0.208795406507543
"IGFL1",86.2909033561432,-2.98108900997788e-06,0.00144269612830036,0.113712772904903,0.208795406507543
"CCND2",1629.16471881636,5.90468416588999e-06,0.00144267835685347,0.113849713040044,0.208992295598738
"CDC42SE2",544.09813378465,6.5231724905969e-06,0.00144267903820248,0.113861812341555,0.208992295598738
"TMEM69",486.847694282721,-5.37444010423756e-06,0.0014426841228553,0.113851924664941,0.208992295598738
"RIC8A",2688.60551938736,2.6208701518495e-05,0.00144277365671138,0.113853111458405,0.208992295598738
"HSD17B7",746.511092367901,-6.06545318329324e-06,0.00144268108498234,0.113933373523887,0.209104449259832
"DMXL2",509.652165177265,-8.45685271178695e-06,0.00144266781800751,0.113944939066077,0.20910648110942
"CYP51A1",1488.63365544406,5.4678281086145e-06,0.00144267470915782,0.113991315675963,0.209172390384105
"C14orf166",1600.92903269942,4.09293967999828e-06,0.00144267746311878,0.114054478899967,0.209246166653928
"MAP7",560.979593810405,-5.69152220753081e-06,0.00144268275932049,0.114042305181608,0.209246166653928
"OXCT2",149.488062315175,4.37704845680104e-06,0.00144268823880173,0.114062917393276,0.209246166653928
"ZKSCAN8",559.972193142461,8.37560330727206e-06,0.00144267409707837,0.11418537437993,0.20945159406902
"TNFAIP6",145.338664582229,4.43143226024629e-06,0.00144268770287959,0.114401799968275,0.209816802935448
"UBE2O",1482.00678374313,-1.12490481088341e-05,0.00144264658999719,0.114405460918388,0.209816802935448
"NR2C1",763.898724786761,1.11551862125618e-05,0.00144269142544572,0.114419958629616,0.209824144991336
"APEH",2866.14005401261,-7.20707826265379e-06,0.00144268563556714,0.114449164238181,0.209858454675183
"TMED7",1268.88863017572,-5.15795065257456e-06,0.00144268493832246,0.114505279244396,0.20993865469761
"IDNK",211.7978603605,5.37834467574226e-06,0.00144268415243653,0.11451390257738,0.20993865469761
"CTU2",1102.42008629864,-1.59000630394349e-05,0.00144272148110321,0.11465164868519,0.21017191379955
"ELMO1",1515.61823262295,4.99241494755045e-06,0.00144266038238929,0.114696154584668,0.210228184360327
"PDE12",777.7829537603,9.1191776449556e-06,0.00144266337696127,0.114703374171592,0.210228184360327
"CC2D1A",1873.46078937262,-1.42155458874923e-05,0.00144261747358698,0.114750020427319,0.210294400405483
"HILPDA",1613.50446592644,-6.13471852545202e-06,0.00144267325717171,0.114788343983315,0.210345353276729
"ADH5",1171.41048559171,7.54244231083793e-06,0.0014426680048899,0.115017421987753,0.210745815178072
"CLIP1",4682.78329689713,5.84747363930187e-06,0.00144266683955343,0.11503239922704,0.210753943933422
"RETNLB",16.2301936321844,6.25402941845849e-07,0.00144269495756387,0.115098219777083,0.210855214057448
"CERK",688.083094296433,-7.98607136864243e-06,0.00144267053308326,0.11511019111329,0.210857825113983
"NR1D2",547.718809383777,3.7581787688345e-06,0.00144268199582146,0.115153311661737,0.210917489315204
"C6orf136",691.652069556757,-7.65053641094825e-06,0.00144267257747857,0.115167684074147,0.210924491653247
"C19orf60",3031.79928410425,-1.13487374734141e-05,0.0014426454060317,0.115183276726284,0.210933727318677
"DYNLL2",680.461538898864,-8.05169767558861e-06,0.00144267010834705,0.115227964165009,0.210996237339974
"DHX35",354.474388811754,-4.24746740435667e-05,0.0014429786428209,0.115244698932796,0.211007555903143
"SP6",270.22221165386,-4.26399764759621e-06,0.00144268813688305,0.11530213369027,0.211093385312999
"PRR5-ARHGAP8",405.640458142287,-4.12707973276377e-06,0.00144268857069819,0.115353952137616,0.211168917692685
"PDE6D",501.972862502875,-7.60062900122967e-06,0.0014426728285339,0.115378607473459,0.211194715538253
"SURF2",502.956589202742,-4.31972474265166e-06,0.00144268793233753,0.115487380947732,0.211374468570941
"CASC4",3917.82381546535,-9.58812001770882e-06,0.00144265611739134,0.115509795733315,0.211396142415735
"KLHDC1",335.322056102423,6.1539297058232e-06,0.00144268060375825,0.115654511954553,0.211641617428092
"SLC30A6",817.259451578652,-7.0323119823004e-06,0.00144267754712706,0.115670829853335,0.211652106899202
"GNAI2",5456.60159235562,-9.99160218143905e-06,0.00144263816587684,0.115694597700237,0.211672917778761
"ZNF773",443.780110613597,7.57788895861994e-06,0.00144267393330329,0.115713963755219,0.211672917778761
"SGPL1",857.559082689217,-6.73787264983635e-06,0.0014426731041154,0.115713378255684,0.211672917778761
"SF3B14",725.430504940643,-5.20242827303059e-06,0.00144268463516461,0.115877612228653,0.211933496057417
"AC061975.10",818.138958464432,-4.07198090634909e-06,0.00144269527648455,0.115871539593464,0.211933496057417
"QRFP",132.128915190944,2.61773954630102e-06,0.00144269254267966,0.115979475492494,0.212100396322778
"DDX21",681.450736926343,4.50732461298294e-06,0.00144267989230101,0.116021984082009,0.212158729626457
"PDP2",1065.66386153946,4.40987706886966e-06,0.00144268251495548,0.11611610591872,0.212292010034646
"EMILIN3",204.315675228856,4.36619938375872e-06,0.00144268759757963,0.116107546546734,0.212292010034646
"COX7B2",2.1450995982848,3.06795216061627e-07,0.0014426949979304,0.116128566188406,0.212295378291212
"AE000662.92",17.8229852048845,4.2419447322532,1.40038764778803,0.116177421681466,0.212365274190824
"JAGN1",552.384910857495,-6.45121935225517e-06,0.00144267894686042,0.116225771420041,0.21243423290724
"EIF3J",896.558370937835,5.63337116290976e-06,0.0014426829410884,0.116307385506785,0.212544544906558
"OLR1",430.262379480337,-4.02742581207385e-06,0.00144268883692788,0.11630234448112,0.212544544906558
"ANXA4",1990.23477722841,4.47372969382391e-05,0.0014430059026603,0.116318371381361,0.212545194425052
"WDR55",1156.59274661122,-1.69640329740718e-05,0.00144267293414907,0.116403719733673,0.212662278175718
"CMIP",2494.16033469918,8.43143672733314e-06,0.00144265338798135,0.116393608890356,0.212662278175718
"SLC6A11",303.206998440384,-5.38465604489144e-06,0.0014426838513763,0.116422433881819,0.212677034539342
"PPP3CB",701.547992843652,3.83231746930157e-06,0.00144267894287499,0.116459331389066,0.212705569726226
"C10orf12",217.320177190819,6.04206765248813e-06,0.00144268103369263,0.116458353141126,0.212705569726226
"SFRP5",100.148611781422,3.21898441957572e-06,0.00144269116842888,0.116544156234152,0.212833610339168
"RUNX1",5756.62546234227,-7.47237751668351e-06,0.00144267327500469,0.116550725197737,0.212833610339168
"ESRRG",448.514989436334,-5.95804525419941e-06,0.00144268128184099,0.116584248876996,0.212875385575037
"PIAS3",2314.13320351431,-6.41429365483443e-06,0.00144267464856629,0.116646274682333,0.212969191489231
"STARD3",2479.19383395022,-7.69252008269991e-06,0.00144267201340216,0.116664864306162,0.21298368306587
"FMO5",346.822101512319,6.46823178032621e-06,0.00144267682556046,0.11673035532251,0.213083787484549
"LUZP4",14.5154066284012,6.68749289303807e-07,0.00144269493798005,0.116796857165432,0.213133129110305
"LURAP1L",443.690058771223,5.09645882915416e-06,0.00144268509044261,0.116783092093818,0.213133129110305
"TATDN2",1164.79796891563,-5.64655173194335e-06,0.00144268270091372,0.116800024790518,0.213133129110305
"FGFBP3",85.5657402573272,5.41443585558323e-06,0.00144268378410757,0.116772102309665,0.213133129110305
"PRKCD",955.949804023969,-5.9027655590565e-06,0.00144268151224273,0.116823484761118,0.213156484241084
"PARP8",1249.86006282391,3.95840714386359e-06,0.00144267863146509,0.11689120648875,0.213260587876272
"MAK16",342.419859084501,4.8546200626874e-06,0.00144268603212814,0.116916535274919,0.21328733634003
"PTH2",2.12755842938151,3.14686080317339e-07,0.001442695002999,0.116956159575964,0.213320694632533
"GOLPH3L",647.014081173396,-5.00355576825336e-06,0.00144268534638087,0.116955972591672,0.213320694632533
"RP1-127H14.3",11.6180750646005,-2.89680880061893e-07,0.00144269365269052,0.1170061536932,0.213392414206133
"SIX5",1177.52174265881,-5.79548599973515e-06,0.00144268196624073,0.117024214307953,0.213405886617403
"S100PBP",1365.00351826804,-1.51368419129031e-05,0.0014426937825565,0.117097469995796,0.213520001376739
"DSG2",1372.55979283992,-9.62403081846777e-06,0.0014426862734585,0.117268886146284,0.21377560249549
"ATG3",1294.20682718945,-0.735605693955891,0.164750661290539,0.11725118169634,0.21377560249549
"RNF219",132.55525332459,4.41863698935122e-06,0.00144268757583059,0.117269721324924,0.21377560249549
"C19orf40",503.27841066676,4.49289253142636e-06,0.00144268531719679,0.117332488769108,0.21387052424556
"PCDHA7",87.5256173557057,3.42981565144521e-06,0.00144269059475515,0.117343745999146,0.213871545807377
"AP000275.65",39.4069436983527,1.18534525153452e-06,0.00144269493536492,0.117434406379919,0.214017274738866
"FAIM2",203.254326747984,-3.23012221406674e-06,0.00144268934295434,0.117516314234056,0.21414702759713
"C14orf79",626.30797026361,-7.58713921466401e-06,0.00144266505700681,0.117546764940862,0.214182996284297
"C7orf34",43.6386990617072,1.72118805946915e-06,0.00144269401025251,0.117601931439184,0.21426398917396
"MUC15",153.953350528407,2.64864403892996e-06,0.00144269244546699,0.117622298839422,0.214281571115754
"UBE2W",274.536139781534,3.79760421141788e-06,0.00144268174105652,0.11763370555211,0.21428282696874
"ZNF135",478.896336288372,5.69639481106129e-06,0.00144268248319161,0.117800760999827,0.214567588178058
"DNM1",2099.56576906433,9.25215109886028e-06,0.00144266170375716,0.117822232196677,0.214567602745273
"AC005008.2",2.11423626151621,3.28611650400351e-07,0.00144269501910509,0.1178198615944,0.214567602745273
"OPN1SW",61.8258311525779,3.07352193867119e-06,0.00144269147863808,0.117845145579505,0.214589785129018
"PIP4K2A",934.67152804847,4.51033874597358e-06,0.0014426712236396,0.117876971828266,0.214618286786173
"CAPN2",5445.19093932167,-1.81106815781361e-05,0.00144272830926906,0.117882265954074,0.214618286786173
"FAM21C",895.538867246363,4.37156252012299e-06,0.00144267309297756,0.117968274796379,0.214735768962018
"C9orf139",86.914247795834,-5.41932471978074e-06,0.00144268356737067,0.117965631830609,0.214735768962018
"HRASLS",120.004862801278,-3.14295307883654e-06,0.00144269125778901,0.118018165418088,0.214807027707715
"ARMCX1",314.143207547203,6.8291986470914e-06,0.00144268373591097,0.118120352636483,0.214973450811381
"GNPTG",2901.88837902831,-1.13244136899234e-05,0.00144264439736513,0.118208260620187,0.215113858454538
"WDR45B",2263.43044840893,-1.92712743382523e-05,0.00144273959948941,0.118229100123569,0.215132201298747
"POLR1A",1061.60421040499,-8.98834074721265e-06,0.00144266317128794,0.118313979094543,0.21526344431652
"ENTPD4",2890.35042284358,5.65895094801139e-06,0.00144267978183532,0.118322759479772,0.21526344431652
"NFAM1",388.249170258214,-7.30533650853905e-06,0.00144267401685047,0.118352908303038,0.215298703358288
"DYNLL1",4507.13855746822,-9.18486272261701e-06,0.0014426616784541,0.118482266637297,0.215514414041677
"FCRLB",80.3784739437068,3.45652593834754e-06,0.00144269047489298,0.118528215097951,0.215578380120843
"DNAJC12",213.387233230617,3.80323647564175e-06,0.00144268949219692,0.118568139733588,0.215631379464559
"CPSF4L",52.4687293380212,2.98820101231285e-06,0.0014426916624603,0.118594810712014,0.21566026788322
"PIGU",436.058625725688,-5.96351266755015e-06,0.00144268102623221,0.118727692492827,0.215746480237758
"DGCR6L",1212.45287300487,-5.15417625054309e-06,0.00144268459730211,0.118700343046236,0.215746480237758
"C7orf25",107.305277525631,3.84134633851583e-06,0.00144268936679137,0.118672290025287,0.215746480237758
"TMX1",365.380696352354,-5.31231836620703e-06,0.00144268394307873,0.118728544666202,0.215746480237758
"PDK1",586.24429254543,-3.18519243491571e-05,0.00144285028567455,0.118691923633332,0.215746480237758
"TMEM145",568.491644396396,-5.21319924523608e-06,0.00144268435174184,0.11872279630825,0.215746480237758
"TMIGD2",163.224973718032,3.57632612290959e-06,0.00144269014598022,0.118679204757176,0.215746480237758
"MIEF2",732.25667927408,1.01594514767366e-05,0.00144265448490539,0.118665275544454,0.215746480237758
"RALGAPA1",2435.43783234103,6.87976191095362e-06,0.00144267653713431,0.118754101129856,0.215773309522932
"RHD",351.302406006843,5.43030690312185e-06,0.00144268355178239,0.118801861888737,0.215840474929887
"ENTPD5",580.358880995716,3.56365094348097e-06,0.00144266595426464,0.118814909047039,0.215844565826503
"DAZAP1",3568.83124935602,-8.21176047392755e-06,0.00144266830946243,0.118836609995544,0.21586437542027
"CD19",172.491672172695,-2.79388814884926e-06,0.00144269205659281,0.118851823390523,0.215872397971487
"FBP2",30.3885806038449,1.60208305374883e-06,0.00144269414705907,0.119082937723764,0.216272527645467
"PARP6",2596.54131452202,-1.09145685224878e-05,0.00144264765472469,0.119107851342107,0.216284259019855
"VSTM2A",73.050024998605,1.03596757722091e-06,0.00144269471869281,0.119111032113015,0.216284259019855
"CUL2",355.136007009496,-5.42845143287376e-06,0.00144268340815126,0.11916992117973,0.216371540507404
"KDM1B",508.846483950208,-1.56616635078026e-05,0.00144272279541917,0.119236279044239,0.216452711386465
"RASA4B",1144.10874790103,6.78658687249737e-06,0.0014426769683016,0.119233999167099,0.216452711386465
"MSX1",178.040009492101,5.36322922027961e-06,0.00144268936105132,0.119287235438215,0.216505899178618
"VSTM2B",2.08708922569327,3.6522461684665e-07,0.00144269505970768,0.119279086741516,0.216505899178618
"VPREB3",225.389321216745,-2.3936201872163e-06,0.00144269287120795,0.11930574881771,0.216519845861968
"HIST1H1E",6708.45374051225,-3.69749520991674e-06,0.00144267973434562,0.119359024769684,0.216596872503635
"MFAP3",920.082199649472,8.02184414927048e-06,0.00144267595373103,0.119392489353676,0.216637937393356
"DOCK3",77.8791212218663,-4.26817614643936e-06,0.00144268788514932,0.119454325936607,0.21673047121384
"MANBA",547.462057690272,1.07815252259797e-06,0.00144266816543392,0.119502481958973,0.216798169339235
"TRPM7",853.648300666551,1.11825252811759e-05,0.00144264547104121,0.119514903896525,0.216801033252324
"USP46",470.017267593211,-9.08024616259001e-06,0.0014426583434699,0.119575948992605,0.216890207315124
"TMEM92",112.565139426769,-3.58013073702095e-06,0.00144269003369996,0.119585757999496,0.216890207315124
"GPR158",53.0305841850189,2.11547043970975e-06,0.00144269339558875,0.119618057604835,0.216929110544314
"RIT1",735.650649406741,-7.02732444296339e-06,0.00144267539047316,0.119668263068762,0.216980797297254
"MPP3",770.463831953555,-4.7399983205259e-06,0.00144268069894354,0.119659740340924,0.216980797297254
"KIAA1429",888.664764432855,-8.51499752292406e-06,0.00144266613628611,0.119714718623847,0.217045346768697
"POLR3A",635.527254161793,-1.16875991052576e-05,0.00144264049964152,0.119749220058032,0.21708821342282
"EBP",1262.83022323789,-5.28751713620526e-06,0.00144268394872379,0.119782959128352,0.217129690372826
"MAGEH1",273.188947295646,6.43499394890605e-06,0.00144268454608818,0.11984510372882,0.217222645630861
"CTD-2054N24.2",135.560051522182,3.62837990147879e-06,0.00144268994655762,0.119926346991292,0.217350197765037
"C1orf74",254.529289712626,-4.12692085555098e-06,0.00144268832019348,0.120095004882767,0.217636139547362
