"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"RER1",2327.82386941618,-1.456338851754e-05,0.0014427152380133,0.12018600001099,0.217781301814367
"CRIPAK",305.267785049629,1.14038368781824e-05,0.0014426952286123,0.120280497817349,0.217932784173999
"GALNT12",83.434899101534,7.95540540677243e-06,0.0014426945079833,0.120300722689718,0.217949678276388
"MOV10",2398.70781348119,-7.5458121533907e-06,0.00144267478924856,0.120355484880598,0.218009382560489
"AP003774.4",43.6150766966014,3.2095382868558e-06,0.00144269105857479,0.120348010690274,0.218009382560489
"SHROOM4",1195.93728172486,5.94547478642334e-06,0.00144268148563941,0.120381592533682,0.218036920112187
"CACYBP",1465.4202671772,-5.52669034021697e-06,0.00144267679401321,0.120394305317963,0.218040193888348
"PYY",21.2580497799186,2.84956032514677e-06,0.00144269512789563,0.120440299545352,0.218103735994001
"AKR1C4",17.6406814118528,1.25561642775268e-06,0.00144269451998997,0.120457617327484,0.218115341500246
"NDP",66.0524217652151,2.7208072965586e-06,0.00144269221797307,0.120574810352056,0.218307774896225
"FBXW12",70.0512940280973,4.66594252145026e-06,0.00144268644731794,0.120798323762814,0.218692655316343
"POLG",2432.7490064577,-7.26652277354704e-06,0.00144267319588402,0.12084498700184,0.218757326402426
"C10orf2",255.337817833513,-1.48720985535487e-05,0.00144271839393767,0.120909381584336,0.218854080698643
"LIPH",318.940146915044,-7.2283344878114e-06,0.00144267406245832,0.120945390742218,0.218899442608844
"L1TD1",585.311520202416,4.26050244017297e-06,0.00144268791690199,0.120973500375977,0.21893050022785
"POLDIP2",1141.11115159654,-5.48040967113158e-06,0.00144268297594009,0.121237833341605,0.219349311359339
"SPRR2D",114.888088222772,-2.40529041489864e-07,0.00144269445227879,0.121228247826497,0.219349311359339
"CRLF2",309.82068529816,1.85352123482149e-07,0.00144268510965788,0.12123402875027,0.219349311359339
"C2orf80",11.4428236820392,9.58667488133227e-07,0.00144269476210536,0.121275923056628,0.219398371841677
"NCKAP1",1120.00023469751,-7.11632091787586e-06,0.00144266579753804,0.121292634862978,0.219408752506142
"CERS5",3213.48937040113,-1.29908216932184e-05,0.00144266321956372,0.121370423219252,0.219529603930317
"C20orf85",10.7149586442736,3.607400668491e-07,0.00144269499344502,0.121399525019552,0.219557837224188
"RNASEH1",704.969376259084,-7.95808668696287e-06,0.00144266967374066,0.121407994815976,0.219557837224188
"CDK5",405.966073087235,-3.29511758233628e-06,0.00144267889613916,0.121554394166647,0.219802709321511
"KCNA7",317.506565572936,4.23567352465964e-06,0.00144268880128071,0.12158255664544,0.219833752719201
"ITIH6",108.777811432242,2.74013893831513e-06,0.00144269215444322,0.121631406861927,0.219902192675412
"ARHGDIB",3897.51894575456,-7.3769701091595e-06,0.00144269205596347,0.121682728652996,0.219935317003074
"LIMK2",3319.09599399931,-5.34357139624524e-06,0.00144268351221676,0.121672044638561,0.219935317003074
"APOBR",368.808992385473,4.62441638158654e-06,0.00144268656365505,0.121671766316659,0.219935317003074
"RP11-345J4.3",57.2074908011272,-2.06564355068841e-06,0.00144269342225827,0.12173702962365,0.220013574102437
"PLCD1",892.745125845514,3.92497911223732e-06,0.00144268395287291,0.121833857579256,0.220168668514068
"MRC1",71.2131401883078,1.74729608235012e-06,0.001442693935401,0.121862125093749,0.220199848994524
"CFDP1",1218.58027961082,5.81438609757215e-06,0.00144268239521344,0.121923790302688,0.22029136664666
"HBD",12.5453685693247,5.28871736949072e-07,0.00144269492842731,0.12201605639555,0.220438152306192
"GCLC",1245.3602450491,0.448340200181018,0.18984628869585,0.122092283282196,0.22055593711097
"PPT1",1607.15794233736,-5.39905644285235e-06,0.00144267938900148,0.122120972494797,0.220587833052757
"NOTO",65.6844328921005,3.21772857559593e-06,0.00144269098531419,0.122201610304135,0.220713549812185
"SLC25A46",428.611161341645,4.48750029532799e-06,0.00144267234609202,0.122239950215437,0.22076285472021
"ERCC6L2",661.422047663157,5.11853031911082e-06,0.00144268457831778,0.122313226765725,0.220875239880229
"AIM2",69.1061198763435,-2.87619643681943e-06,0.00144269177984103,0.122337153236386,0.220898495602664
"SART1",1224.06714828466,-7.00289256572193e-06,0.00144267511123478,0.122350867204301,0.220903308550009
"ABCC10",39241.7111630091,5.0045636857672e-06,0.00144268780440587,0.122390578147196,0.220955053677205
"CTB-186H2.3",109.41199689603,3.89630728955877e-06,0.00144268902338089,0.122411772145067,0.220973363332293
"TUBGCP2",2357.51022960612,-1.2967737733819e-05,0.00144262641940199,0.122479090067548,0.221074923427873
"NUP107",1065.16475226597,-8.20059298754154e-06,0.00144266064906386,0.122602187388177,0.221268937587813
"LRPPRC",2022.2126613526,-5.63930546845237e-06,0.00144268212404205,0.122608710589946,0.221268937587813
"PPP1R3E",570.056543480284,6.76051673004069e-06,0.00144267660753057,0.122631010830236,0.221289208532468
"ZC3H15",1121.92008811921,6.27591725730549e-06,0.00144267917594458,0.122697989252581,0.221350647650504
"TSPAN2",320.764516252728,4.0876526550758e-06,0.00144268870440269,0.122676473541331,0.221350647650504
"NEIL2",400.521868588945,5.59545713158664e-06,0.00144267572013603,0.12269827087679,0.221350647650504
"KCNS3",367.979025515723,-5.20080938622703e-06,0.00144268407155739,0.122737281844686,0.221401047744735
"SULF2",2708.44662219607,-5.65884966177183e-06,0.00144268201762681,0.122820580302668,0.221531320033517
"TGOLN2",1996.38745720488,-1.1493690606228e-05,0.00144266426725528,0.122929663934847,0.221708073309881
"IL4R",3563.02344587827,5.70330246779323e-06,0.00144268599107654,0.122984305991189,0.221746282131377
"WDR93",130.738532507395,4.76503002192265e-06,0.00144268592728518,0.122979043266993,0.221746282131377
"FAM58A",619.089675486742,-6.38618440332007e-05,0.00144338403358773,0.12299521200545,0.221746282131377
"NAGS",118.204421812019,4.02919196974393e-06,0.00144268856997136,0.122962855878895,0.221746282131377
"DYRK1A",2968.27628418031,-7.41271822459146e-06,0.00144266763926229,0.123017655644961,0.221766748441561
"ENTPD2",723.960525071973,-3.65924997052928e-06,0.00144268965151364,0.123050208021638,0.221779980139314
"P2RX5",301.194261683257,-4.1004422122272e-06,0.001442688245876,0.123058272465017,0.221779980139314
"PTP4A3",1966.89845464665,-5.37330059425477e-06,0.00144268331014581,0.123049822786853,0.221779980139314
"HSPA13",309.313634742589,-5.70484359441927e-06,0.00144268178674133,0.123075400562578,0.221790857039044
"VPS53",1936.13795583001,1.1798024318842e-05,0.00144263830917992,0.123104149574731,0.22182267182743
"KLB",195.192071276508,4.80646499219198e-06,0.00144268574711853,0.123195117996525,0.221926587009867
"ZKSCAN7",581.630962203047,6.82396428601845e-06,0.00144267617822246,0.123193074614343,0.221926587009867
"EFCAB7",185.893125991301,4.80350536021887e-06,0.0014426857601606,0.123189375124399,0.221926587009867
"TMEM189-UBE2V1",354.531481526959,-2.17465590345572e-06,0.00144269320737886,0.123208372807634,0.221930469001426
"MIS18A",186.844347603472,-2.54239963169691e-06,0.00144267971490532,0.123274847389741,0.222030204369921
"CUEDC2",1249.53321694731,-4.90807870684445e-06,0.00144268522548319,0.123389183385124,0.222186673690544
"IFNAR1",539.558766238785,-1.02025602066489e-05,0.00144265230418963,0.1234061724184,0.222186673690544
"CLDN12",794.930111013102,-8.06291725620024e-06,0.0014426836278148,0.123395245320298,0.222186673690544
"ARL17B",1239.91757270876,9.56880194635161e-06,0.00144265771178888,0.12337596010213,0.222186673690544
"VSTM5",113.041722719544,2.91709363997097e-06,0.00144269170409525,0.123424843740087,0.222200281446002
"PINK1",1147.63486412626,6.14910716160819e-06,0.00144267972814595,0.123464507691054,0.222251676129912
"RHOA",5362.05281676704,-1.20566148381145e-05,0.0014426971037352,0.12350236940886,0.222286956142496
"TCF7L2",2470.13794816143,4.57291366524532e-06,0.00144268630798028,0.123506341691857,0.222286956142496
"CRYGS",133.385291813027,3.09417849499531e-06,0.00144268069514267,0.123787683388827,0.222773262077066
"ACRC",106.07340284452,4.62560855942253e-06,0.00144268470826964,0.123949409527091,0.223044234909968
"C1orf228",355.859722262187,-3.92342318359501e-06,0.00144268878547906,0.124010042407778,0.22313326025028
"PLBD1",520.280301021357,-1.37681279453302e-06,0.00144268251341044,0.12413022183715,0.22332763344571
"ZNF567",1208.23756799699,-5.47527025977585e-06,0.00144268273001378,0.12414040802819,0.22332763344571
"RLN1",23.6625997164472,1.09405757378463e-06,0.00144269465017168,0.124180413162829,0.223365540236346
"COX18",497.290033201988,-6.75677936071959e-06,0.00144266804162869,0.124183822410084,0.223365540236346
"ODC1",802.772389305501,-5.03095989687711e-06,0.0014426846561429,0.124252227538331,0.223468475074336
"CLPTM1",3248.20899070074,-1.08808432451382e-05,0.00144269150212956,0.124333657542711,0.223594814616745
"C1orf134",98.2076072498173,1.2510333873008e-06,0.00144269450987525,0.124372787532665,0.223645068255068
"DAPP1",416.922290155972,-7.56610143709109e-06,0.00144267395548567,0.124398175007464,0.223670603516119
"TUBB4A",144.376264406574,3.49247575343472e-06,0.00144269015390612,0.124437489364899,0.223721172768796
"TMBIM1",4156.98729516385,3.87678995590065e-06,0.00144267474389935,0.124479543719962,0.223776658616877
"OSGIN2",237.467175482743,6.92219859558423e-06,0.00144268012928699,0.124523899905074,0.223817637413067
"RNF181",2164.31724161301,4.39607323409373e-05,0.00144300721305837,0.124524727347352,0.223817637413067
"ZFP14",210.796398071631,9.60799210817896e-06,0.00144265913274089,0.124786188447592,0.224267420388418
"FAM107B",1003.03941056898,5.18390089272295e-06,0.00144268408621986,0.124906677194228,0.224407270697374
"SLC25A35",466.172305283443,5.77430432927967e-06,0.00144268140232187,0.124877174221,0.224407270697374
"RP11-977G19.10",241.117216525758,-2.06190987563187e-06,0.00144269338138388,0.12489018490453,0.224407270697374
"RP11-234B24.6",31.7566011654954,-1.45646706855157e-06,0.00144269426296939,0.124908898449089,0.224407270697374
"IFNA13",25.723056620322,7.42885112850661e-07,0.00144269488998466,0.124990565758703,0.224533815973001
"CCDC150",798.4989844791,4.95590959450062e-06,0.00144268503486417,0.125059752716435,0.224617741269529
"ANKRD39",543.950108918636,-5.41209007169876e-06,0.00144268293643602,0.125054425848724,0.224617741269529
"CNOT6L",679.353766311924,5.57476278340721e-06,0.00144267579262083,0.125229517415511,0.224882249973569
"TLK2",1595.5895025885,-4.05198865773381e-05,0.00144294100225422,0.125222094916884,0.224882249973569
"CTRL",213.141724683666,3.5659743066267e-06,0.00144268991297445,0.125342910948955,0.225065663359983
"GRM6",330.553312913131,4.86045876893641e-06,0.0014426853803968,0.12541539546752,0.22512084993147
"TOX2",133.233498394052,4.64309999509747e-06,0.00144268623017656,0.125395872267124,0.22512084993147
"PCOLCE2",305.872166442003,0.97180666621168,0.697998976086946,0.125418682974224,0.22512084993147
"ALK",146.077899744513,3.45844657617547e-06,0.00144269022128788,0.125406004690786,0.22512084993147
"LZTS2",2689.03918516458,-1.70849884100976e-05,0.00144272510176202,0.125451745850011,0.225159982632416
"PRR9",44.3242678182478,9.39048139377171e-07,0.00144269476879576,0.125504148340826,0.225233815808857
"IGFBP3",2792.04204325375,1.57075241396162e-05,0.00144270200840969,0.125528219310074,0.225236580533574
"TRNAU1AP",2518.47604204071,7.19793529421478e-05,0.00144357262143356,0.125518517571237,0.225236580533574
"PTH",8.17199719326082,3.69554643998665e-07,0.00144269505987964,0.125546790602792,0.225249688739432
"BTBD2",3148.45517461859,-6.73022210220049e-06,0.00144267649959695,0.125638588797123,0.22539416280033
"SLC15A1",615.568933207488,1.97979713790539e-06,0.00144267928694089,0.125684560201838,0.225426926922018
"CEP104",1150.04581678415,-8.97191782126323e-06,0.00144266139887531,0.125668232143865,0.225426926922018
"EP400NL",1780.00153916634,-6.3036765367688e-06,0.00144267939835954,0.125690676269213,0.225426926922018
"PRKRIR",615.569987586313,7.84485722533462e-06,0.00144266954467876,0.125742612061101,0.225499846223846
"SLC27A1",2963.0257656487,1.32471478691646e-05,0.00144262198122187,0.125844991943146,0.225622737527911
"CSNK1G2",3354.16046322591,-5.99987237709553e-06,0.00144268294742815,0.125844172857854,0.225622737527911
"KHDC1L",24.5852919299137,1.00549374274263e-06,0.00144269471514705,0.125827084172666,0.225622737527911
"TFCP2",721.135858870153,9.04746410285409e-06,0.0014426610095706,0.126047915603054,0.225966289300409
"MIEF1",729.935320019041,-3.56540542202454e-05,0.00144288681613939,0.126067975100307,0.225981988000317
"CCDC84",1919.63971722007,3.427325542337e-07,0.00144260898344358,0.126142749278816,0.226095753391362
"RECQL",357.441345899073,-6.03714253529075e-06,0.00144267980632211,0.12629153068498,0.226342135578656
"CTTNBP2NL",697.979933319505,3.79216459488884e-06,0.00144267852062718,0.126412289369258,0.226538255234287
"LIX1",46.5565049008964,2.72574013210509e-06,0.00144269206379103,0.126429411547468,0.226548633669122
"TBC1D3B",415.874272346692,3.63163420278451e-06,0.00144268967553948,0.126542886547781,0.226731649219135
"TRIM41",1263.03147946587,-1.11917104191377e-05,0.00144264234555241,0.126565057766053,0.226751054209181
"KLK12",70.3411712250126,1.64771300337112,0.714839881675922,0.126672869007018,0.226923872675058
"IMMT",1210.19328612145,-1.80676604242389e-05,0.00144270077070979,0.126795550972699,0.227123297451008
"KCNH2",235.720731879733,2.93949310344095e-06,0.00144269155974444,0.126924666695587,0.227334209971474
"ISCA1",606.191729223721,8.30947855758955e-06,0.00144267161439019,0.12694553952397,0.227351228703175
"TRMT1L",249.888551026727,6.65633118701769e-06,0.00144267654844687,0.127114351473989,0.227612783751651
"ZNF75A",735.751923845545,-9.22247080366584e-06,0.00144265914336348,0.127110995661107,0.227612783751651
"ERCC8",249.867893150734,5.44308993011611e-06,0.00144266932768298,0.127254754509705,0.22784378630492
"USP13",418.219726002876,-5.14464875550138e-06,0.00144268392025795,0.127444207968828,0.228144919764544
"GNA13",569.657283880462,-9.02999637727425e-06,0.00144266055535375,0.127445764171761,0.228144919764544
"THAP7",945.391583322751,4.23289695594468e-06,0.00144266142782759,0.127471050323096,0.22814933131859
"AP001468.1",706.876585685538,-3.03823469479813e-06,0.00144269122960138,0.127470340946954,0.22814933131859
"AL590822.1",318.973532965119,5.23190520102678e-06,0.00144268364005347,0.127521673699802,0.228219508051721
"LTBR",12101.3516237444,6.22389413739256e-06,0.00144267755985913,0.12756584787189,0.228278131419544
"VN1R1",46.7153209771857,3.00070916226139e-06,0.00144268938270867,0.127583656007885,0.22828956669247
"TMC4",2260.52874901726,-5.7641834715731e-06,0.00144267267289684,0.127626622162919,0.228346011948582
"SH3BP4",1367.5736774282,-6.05886644951244e-06,0.00144267953280602,0.12765397783467,0.228374519758983
"SERPINA5",293.932036151007,2.71294346327802e-06,0.00144269207755533,0.127734063553027,0.228497348723202
"CEP70",419.310079008603,5.46162806764389e-06,0.00144268258160909,0.127771755965868,0.228528949681445
"GOLGA4",1754.3586974565,7.5360463854873e-06,0.0014426711898683,0.127786018677531,0.228528949681445
"AC093677.1",66.5927291819834,2.39762983731618e-06,0.00144269274617851,0.1277855369096,0.228528949681445
"CD3EAP",660.877716184772,0.000117750406793369,0.00144507168017775,0.127804247861193,0.22853879799478
"IRAK2",169.86866774627,5.57202136748124e-06,0.00144268204709275,0.127825816643774,0.22853879799478
"HR",1742.18742435408,4.70605951102242e-06,0.00144268648862212,0.127820990746002,0.22853879799478
"MSI1",222.574353153764,-4.01883839325619e-06,0.00144268827522003,0.127956707953996,0.228711462438066
"PPP3CA",929.731677977909,3.78967771089533e-06,0.00144266514309767,0.127947268376164,0.228711462438066
"CD28",173.13704088048,4.81167917787308e-06,0.00144268538429282,0.127949230296101,0.228711462438066
"OSCP1",371.036663777682,4.11275370644849e-06,0.00144268806205135,0.127991381985626,0.228752989310861
"FBL",4074.45374067032,-8.65752261392684e-06,0.00144268323651017,0.12800372064175,0.228754593359953
"ETNPPL",70.8203524444386,2.50379679256578e-06,0.00144269252015207,0.12805624826508,0.228828012137993
"CEP19",553.003873255413,3.48746313793149e-06,0.00144268241601446,0.128073160160043,0.228837780539759
"C19orf80",152.089950012941,3.83808319018877e-06,0.00144268894163718,0.128163180074963,0.22895770393306
"ZFYVE9",384.946921863199,5.53936975018485e-06,0.00144268217627679,0.128154563873458,0.22895770393306
"ZMYM3",810.832154967698,-8.26207122186641e-06,0.00144266590082614,0.128186615450809,0.228979110991108
"NCBP2L",29.2062726507791,6.12061774163683e-07,0.00144269494721111,0.128221789911803,0.229021481820314
"CDH11",4289.16235424812,-1.49714593277111e-05,0.00144271930608858,0.128322187785226,0.229180332521466
"MAMDC4",1132.11052415008,-5.29811299235464e-06,0.00144268314616291,0.128355038256501,0.229218527590254
"GLTSCR1",884.795099875929,-7.28798025072966e-06,0.00144267243816085,0.128395210885105,0.229239071533687
"CEACAM1",1464.39303417898,-5.65023701578173e-06,0.00144268148346773,0.128400938386804,0.229239071533687
